name,category,address,explanation,url
공천포해변,"해수욕장,해변",제주특별자치도 서귀포시 남원읍 신례리,"아직 많은 사람들에게 알려지지 않아 조용히 바다를 즐길 수 있는 곳. 공천포해변에선 카페 숑을 꼭 가보자! 커다란 창문을 통해 공천포 해변의 모습을 감상할 수 있다",https://api.cdn.visitjeju.net/photomng/imgpath/201907/15/6c684de9-b63c-4703-ac4f-e69cc789abe4.jpg
남원 큰엉해안경승지 한반도지형,자연명소,제주특별자치 서귀포시 남원읍 태위로 522-17 큰엄전망대,"남원큰엉을 따라 절벽 위 약 1.5km의 산책로가 조성되어 있으며, 절벽과 파도가 만나는 뷰가 최고인 곳이며, 한반도 지형으로 인해 더욱 유명해진 곳이다",http://www.headlinejeju.co.kr/news/photo/202106/453838_347754_447.jpg
샤이니숲길,자연명소,제주특별자치도 제주시 조천읍 비자림로 485-15,"네비게이션에 제주시 조천읍 교래리 산 93-1을 입력 후, 목적지 부근에서 삼다수 목장 울타리 공터가 보이며 그 울타리를 넘어 들어갈 수 있다",https://jejucommerce.com/data/place/2018/10/12/c008db976324157909a41bd488a88b982916.jpg
동북분교,명소,제주특별자치도 제주시 구좌읍 동복로 66-5,"이미 많이 유명해진 더럭분교는 서쪽! 동복분교는 동쪽에 위치해 있다. 크기도 작고 아기자기해 더욱 매력적인 곳",https://image.news1.kr/system/photos/2021/1/8/4565921/article.jpg/dims/optimize
마라도성당,명소,제주특별자치도 서귀포시 대정읍 마라로 153,"소라,전복 모양을 형상화 한 마라도 성당. 마라도를 찾는 관광객에세 미사를 드릴수 있도록 하고 있다",https://api.cdn.visitjeju.net/photomng/imgpath/202111/18/ebef07bf-f3e9-4e65-bc77-4447287dea49.jpg
월령 선인장 군락지,명소,제주 제주시 한림읍 월령리 359-4,"그리 길지 않은 산책로이지만 노을이 질 때 연인과 함께 걷기 좋은 곳, 특히 6,7월엔 노란 선인장 꽃이 피어난다",https://api.cdn.visitjeju.net/photomng/imgpath/202111/02/12f6d539-8452-42bc-bd34-da9d71dd9d30.jpg
새연교,명소,제주특별자치도 서귀포시 서홍동 707-4,"해가 질 때쯤 새섬을 산책하다 보면 어느샌가 새연교의 불빛이 들어와 있다.새연교의 불빛이 계속 바뀌어 다양한 모습의 새연교를 감상할 수 있다",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e75bf520-b142-41e8-aa12-06af133e7e10.jpg
성이시돌목장,테마파크,제주시 한림읍 산록남로 53,"테쉬폰이라는 특이한 건축양식으로 만들어진 건물을 볼 수 있는 곳. 이국적인 분위기 때문에 드라마 등에도 자주 나오는 곳이다. 목장이 있어 신선하고 맛있는 유제품과 아이스크림을 접할 수도 있다.",https://api.cdn.visitjeju.net/photomng/imgpath/202110/28/f2223296-ce4a-4352-86fe-8e2b85f5edd3.jpg
사려니숲길,자연명소,서귀포시 표선면 가시리 산 158,"삼나무와 편백나무가 즐비한 아름다운 숲길, 산림욕을 하기에도 좋고 분위기가 몽환적이라 웨딩사진 등으로도 단골로 방문하는 곳이다.",https://api.cdn.visitjeju.net/photomng/imgpath/201908/19/4a7384f3-3ea5-4b56-a519-20cd569686b1.jpg
황우지해안,"해수욕장,해변",제주특별자치도 서귀포시 서홍동  766-1,"자연이 만들어낸 숨은 보석 같은 해안으로 제주도 토박이 분들이 추천을 해주시는 곳이다. 에메랄드 빛 바다에서 스노클링을 하다 보면 여기가 한국인 것이 믿기지 않을 정도라고 한다.",https://api.cdn.visitjeju.net/photomng/imgpath/202110/29/a3d989c9-6aa8-4cf1-aa1c-71ee1c0663d7.JPG
제주 방주 교회,명소,한덕면 산록남로 762번 길 113,"노아의 방주를 모티브로 하였다는 교회. 교회 근처의 물과 넓은 잔디밭이 있다. 종교를 떠나서 볼만한 건축물이기 때문에 관광객들이 종종 찾는 곳. 단 예배가 있을 경우에는 출입이 불가능하다. ",https://api.cdn.visitjeju.net/photomng/imgpath/201908/05/79c69adc-243c-43d0-bb50-4e48cb0b2b02.jpg
더럭 분교장,명소,제주시 애월읍 하가로 195,"폐교 위기에 있던 학교를 마을 주민이 지켜내고 추후 대기업 광고에 나오면서 유명해진 곳. 알록달록 천연 색깔의 이쁜 학교로 많은 젊은 여행객들이 인생 샷을 노리고 찾는 곳이다.",https://api.cdn.visitjeju.net/photomng/imgpath/202110/26/19f9660d-b4a6-438d-8e57-3326f617392d.jpg
항몽유적지,명소,제주특별자치도 제주시 애월읍 항파두리로 50,"꽃들이 넓게 많이 피어있어 사진 찍기 좋은 장소예요. 항몽유적지 입구쪽에 있는 나무에서는 커플 사진을 담기 좋답니다! 관광객들을 위해 사진촬영장소를 무료로 개방하여 운영하고 있다. \n (항몽유적지에 도착해서 걷다보면 길 바로 옆에 '사진 촬영 장소' 표시가 되어 있어요) ",https://api.cdn.visitjeju.net/photomng/imgpath/202111/03/7904bb97-7ada-4aef-b48a-e96404c617c7.JPG
도두봉,오름,제주특별자치도 제주시 도두동 산 1,"도두봉의 포토스팟은 바로 이 키세스존인데요! 사진과 같이 키세스 모양처럼 나무가 형성되어 있어 그렇게 불리게 되었다. 키세스존으로 가기 위해서는 도두봉 안내도를 보고 7번 도두봉 전망대로 올라가면 된다.",https://api.cdn.visitjeju.net/photomng/imgpath/202111/10/46142c67-fae6-4ca7-9505-b4cbfed9b7ce.JPG
비자림,자연명소,제주특별자치도 제주시 구좌읍 비자숲길 55,"천연기념물 제 374호로 지정보호하고 있는 비자림에서는 비자나무들이 빼곡히 솟아있어 어디서 찍어도 인생샷을 건질 수 있다. 비가 와도 가기 좋은 곳이라 날씨를 크게 상관하지 않아도 언제든 방문해도 좋다. 오히려 비가 오는 날 분위기가 더 좋다",http://www.jejusori.net/news/photo/201104/98244_106599_3835.jpg
곽지해수욕장,"해수욕장,해변",제주특별자치도 제주시 애월읍 곽지리," 곽지해수욕장은 길이 350m, 너비 70m의 백사장과 평균수심 1.5m, 경사도 5~8도의 좋은 조건을 갖춘 해수욕장이다. 이러한 조건 때문에 청소년 수련장이 설치되고 단체 피서객이 많이 찾는다. 곽지리는 선사시대의 패총이 발견되었을 정도로 유서가 깊은 마을이다. 지금의 곽지해수욕장은 옛날에 마을이 들어서 있던 곳이었으나, 어느 날 갑자기 모래에 파묻혔다는 전설이 전해온다.",https://api.cdn.visitjeju.net/photomng/imgpath/202110/25/52bbcaad-9b25-425e-8256-583eb025a16f.JPG
이호테우해수욕장,"해수욕장,해변",제주특별자치도 제주시 도리로 20,"낮과 밤이 모두 아름다운 제주 해변. 그중에서도 많은 여행객에게 사랑받는 해변이 있다. 조랑말 등대로 제주도 사진 찍기 좋은 곳으로 잘 알려진 이호테우해변이다. 붉은 조랑말과 흰색의 조랑말은 극명하게 대조되는 색감이 우리에게 이국적인 풍경을 선사한다. 특히 해수면이 가장 낮아지는 간조에는 끝없이 넓은 백사장과 함께 원담의 모습도 볼 수 있다. 원담은 밀물과 썰물의 차이를 이용해 고기를 잡는 제주의 전통 고기잡이 방식 중 하나로, 이호테우해변에는 그 공간을 복원시켜 놓은 이호 모살원이 있다.",https://api.cdn.visitjeju.net/photomng/thumbnailpath/201808/08/b96df56b-ca6e-4309-85f8-272ff3dac8b4.jpg
세화해수욕장,"해수욕장,해변",제주특별자치도 제주시 구좌읍 해녀박물관길 27,"제주의 많은 해변 중에서도 작은 세화해변이 널리 알려진 것은 벨롱장과 세화민속오일장 덕분이다. 동부지역에서 가장 규모가 큰 오일장이자 바닷가 바로 옆에서 열리는 이 오일장엔 매 5일마다 도민들의 삶을 엿볼 수 있는 풍경이 펼쳐진다. 제주 프리마켓의 원조인 벨롱장도 끊임없이 관광객을 유혹하고 있다. 최근에는 의자에 앉아 예쁜 바다를 배경으로 인생사진을 남길 수 있는 곳으로 많은 사랑을 받고 있다.",https://api.cdn.visitjeju.net/photomng/imgpath/202110/21/a046c4ee-8fa6-4250-8947-c969713d5a07.JPG
금능해수욕장,"해수욕장,해변",제주특별자치도 제주시 한림읍 금능길 119-10,"바닥이 훤히 비치는 투명한 물빛과 바닷물이 찰박거리는 얕은 수심, 물놀이 후 따뜻하게 즐기는 온수 샤워까지. 아이들과 다녀오기에 최적의 조건을 갖춘 해수욕장을 찾는다면 금능해수욕장이 제격이다. ",https://api.cdn.visitjeju.net/photomng/imgpath/202110/25/a6a9ff51-b11f-452a-8b56-f396f1468486.JPG
함덕해수욕장,"해수욕장,해변",제주특별자치도 제주시 조천읍 조함해안로 519-10,"제주올레 19코스를 걷다 보면 에메랄드빛 보석을 품고 있는 함덕해수욕장을 만날 수 있다. 제주시 조천읍 함덕리에 자리한 함덕해수욕장은 해수욕장 바로 옆에 우뚝선 오름(서우봉) 덕분에 ‘함덕서우봉해변’이라고도 불린다. 제주공항에서 불과 20km 떨어졌지만, 이곳에 도착하는 순간 다른 나라에 온 것 같은 기분이 든다. 입구부터 환영해주는 키 큰 야자수들, 하얀 모래와 대조를 이루는 에메랄드빛 바다, 모래와 미역마저 투명하게 비춰주는 맑은 물과 하얀 파도가 그러하다.",https://api.cdn.visitjeju.net/photomng/imgpath/201908/29/378470ea-8a28-4a92-8660-820f6f21c0de.jpg
김녕해수욕장,"해수욕장,해변",제주특별자치도 제주시 구좌읍 구좌해안로 237,"하늘에서 바라본 모습이 한문 평(平) 자를 이룬 모양을 하고 있어 ‘김녕’이라고 불리는, 김녕마을에 있는 해수욕장이다. 거대한 너럭바위 용암 위에 모래가 쌓여 만들어졌으며, 성세기는 외세의 침략을 막기 위한 작은 성이라는 뜻이 담겨 있다. 하얀 모래에 부서지는 파도들이 시원한 소리를 내고, 코발트빛 바다 풍경이 제주 자연의 아름다움을 새삼 느끼게 해주는 곳이다. 해변가를 걷다 보면 제주의 바람으로 돌아가는 김녕풍력발전기들을 관찰할 수 있다. 인근에는 갓돔과 노래미 돔이 잘 잡히는 갯바위 낚시터가 낚시꾼들에게 인기 명소이며, 용천동굴, 당처물 동굴, 만장굴 등 다양한 굴이 근처에 위치해 있어 여름에 시원하게 피서를 즐길 수 있다.",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a2c0bcf1-f5fa-4d5b-83c4-64b52e0f196b.jpg
사계해안,"해수욕장,해변",제주특별자치도 서귀포시 안덕면 사계리,"제주도의 아름다운 경치를 감상할 수 있는 해안도로 중 하 나인 사계해안도로는 송악산과 산방산을 연결하는 도로이다. 도시에서 벗어나 넓게 펼쳐진 바다를 풍경으로 여유로운 드라이브를 즐길 수 있다. 웅장하고 멋진 화산석 절벽이나 푸른 바다의 멋진 모습을 감상할 수 있는 도로이기도 하다.",https://api.cdn.visitjeju.net/photomng/imgpath/202111/15/8ec4213c-fa6c-4cb2-a947-f4c3858fdbdc.jpg
광치기해변,"해수욕장,해변",제주특별자치도 서귀포시 성산읍 섭지코지로 63,"성산일출봉에서 섭지코지로 향하는 길목에 있는 광치기해변은 제주올레 1코스의 마지막이자 2코스가 시작되는 곳이다. 펄펄 끓던 용암이 바다와 만나 빠르게 굳어지며 형성된 지질구조가 특징이며, 특히 썰물 때는 바닷물에 가려있던 비경들이 속속들이 들어나 숨은 비경을 선사한다. 용암 지질과 녹색 이끼가 연출하는 장관은 전 세계 어디서도 볼 수 없는 풍경을 자아내어 많은 사진 작가들이 찾는 사진 명소이기도 하다.",https://api.cdn.visitjeju.net/photomng/imgpath/202007/07/e06feb8b-655d-477a-a791-86ef305432c0.jpg
표선해수욕장,"해수욕장,해변",제주특별자치도 서귀포시 표선면 표선리,"총 면적 25만제곱미터, 백사장 16만 제곱미터에 이르는 표선해수욕장은 백사장이 아름다운 해수욕장으로 유명하다. 표선해수욕장의 넓은 모래콥은 썰물시엔 둥근 백사장처럼, 밀물시엔 수심이 낮은 애매랄드빛 원형 호수처럼 보여 경관이 아름답다. 뿐만 아니라 낮은 수심 때문에 아이들과 물놀이를 즐기기에도 좋은 해수장이다. 인근 관광지로는 100m거리의 제주민속촌과 차로 5분 거리의 제주허브동산이 있다.",https://api.cdn.visitjeju.net/photomng/imgpath/202110/29/a4fc697c-102e-49b4-859d-4f85c9127105.jpg
월정리해수욕장,"해수욕장,해변",제주특별자치도 제주시 구좌읍 월정리 33-3,"제주도의 동쪽에 위치하고 있는 마을인 '월정리'는 '달이 머문다'는 뜻의 이름을 가진 서정적인 풍경의 마을이다. 아름다운 에메랄드 빛 바다가 한 폭의 그림처럼 펼쳐져 있고, 그 위에는 밝은 달이 비친다. 풍경화처럼 아름다운 월정리 해변을 방문한 여행객들은 저마다 다양한 방법으로 해변의 경치를 만끽한다. 특히 수심이 얕은 편이기 때문에 아이를 동반한 가족들이 물놀이를 즐기기 좋다.",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ec362343-4c4b-4da2-905d-1d4be8b26d44.jpg
중문색달해수욕장,"해수욕장,해변",제주특별자치도 서귀포시 중문관광로72번길 29-51,"중문색달해수욕장은 아름다운 해안 풍경과 야자수의 이국적인 모습으로 중문관광단지에서 시작해 천제연폭포와 대포주상절리와 이어지는 곳에 위치하고 있다. 해마다 100만 명이 넘는 사람들이 다양한 해양스포츠를 즐기기 위해 몰려든다. 본래는 진모살이라고 불렸는데 긴 모래 해변이라는 뜻이다. 이곳의 모래는 흑색, 회색, 적색, 백색 4가지가 섞여 있어 해가 비추는 방향에 따라 모래 해변의 색깔이 달라 보인다.",https://api.cdn.visitjeju.net/photomng/imgpath/202110/27/c6e3506a-a988-4ccd-ba3e-20d38eabf1ba.jpg
산호해수욕장,"해수욕장,해변",제주특별자치도 제주시 우도면 우도해안길 252,"에메랄드빛으로 부서지는 햇살 아래 하얗다 못해 푸른빛이 감도는 서빈백사해변. 우도 서쪽의 하얀모래해변이라 하여 서빈백사로 불린다. 이곳의 모래는 해양 조류 중 하나인 홍조가 해안으로 쓸려와 퇴적된 것으로, 홍조단괴 산호해변으로도 불린다. 수심에 따라 바다 빛깔이 달라 남태평양이나 지중해의 어느 바다와 비교해도 손색이 없다. ",https://api.cdn.visitjeju.net/photomng/imgpath/202110/21/cebd9b74-fd3f-432e-8bce-489b86eec5c5.JPG
삼양해수욕장,"해수욕장,해변",제주특별자치도 제주시 삼양동,"삼양해수욕장은 제주도의 다른 해수욕장보다 상대적으로 관광객들에게 덜 알려진 곳이어서 소박하며, 물이 깨끗하다. 특히 패사(貝砂)가 아닌 화산암편과 규산염광물이 많은 세립질 모래로 이루어져 있어 검은 모래로 이루어 진 것이 특징이다. 반짝이는 검은 모래는 태양열에 뜨거워 졌을 때 그 안에 몸을 파묻고 찜질을 하면, 관절염 및 신경통이 누구러지는 효과가 있다고 하여, 매년 여름이면 검은 모래 안에 몸을 파묻고 찜질을 하는 풍경을 심심찮게 볼 수 있다. 제주에서는 이를 '모살뜸(모래뜸)'이라고 부른다. 여름에는 검은 모래를 테마로 해변 축제가 열린다.",https://api.cdn.visitjeju.net/photomng/imgpath/202111/01/d800dbab-01ce-49ab-be4f-440d8922c0f5.jpg
휴애리 자연생활공원,자연공원,제주특별자치도 서귀포시 남원읍 신례동로 256,"휴애리는 서귀포시 남원읍 신례리 한라산 자락에 있는 자연 생활 체험 공원이다. 제주를 대표하는 계절 체험으로 감귤 체험이 있다. 감귤 맛이 좋기로 소문난 휴애리 감귤을 직접 따고, 먹을 수도 있게 어린이 교육용으로 감귤 체험을 진행하고 있다. 감귤 밭에서 감귤이 자라는 과정을 직접 눈으로 보며 직접 딴 풋귤(청귤)은 가져가서 청귤청 등으로 활용할 수 있으며, 사진 찍기 좋게 꾸며진 다양한 감귤 포토 존에서 인생 사진을 남겨보자. 9월~1월까지 전 연령이 직접 체험하면서 따서 먹어보고 체험해본 귤을 가져갈 수 있다.",https://api.cdn.visitjeju.net/photomng/imgpath/202110/28/a28b9c06-0afb-4baf-b67b-9c9434c495ab.jpg
한림공원,자연공원,제주특별자치도 제주시 한림읍 한림로 300,"1971년에 문을 연 한림공원은 창업자 송봉규가 한림 일대의 광활한 벌판을 일구어 조성한 곳이다. 아열대 식물원, 분재원, 민속마을, 야자수길, 동굴, 조류사파리, 연못정원, 수석전시관, 야외 산책 오솔길 등 9개 테마로 이루어진 테마 파크다. 또한, 월 별 제주에서 볼 수 있는 다양한 꽃들을 만날 수 있는 장소이기도 하다. 장쩌민 전 중국 총리와 일본의 전 총리였던 나카소네 등 세계 유명 인사가 방문한 바 있다. 매년 1백만명 이상의 국내외 방문객들이 찾는 세계 유명 명소이다.",https://api.cdn.visitjeju.net/photomng/imgpath/202110/26/c2e1f6c5-4e27-4db4-aa4f-601f0c30f3e1.jpg
메이즈랜드,테마공원,제주특별자치도 제주시 구좌읍 비자림로 2134-47,"메이즈랜드는 바람, 물, 여자라는 제주도의 삼다(三多)를 테마로 조성한 세계 최장의 석축 미로공원이다. 바람미로에는 미측백나무 2,709그루 심어져 있어 피톤치드가 풍부하며, 여자미로에는 겨울이면 붉은 꽃이 피는 애기동백나무와 랠란디가 2,922그루 심어져 있다. 마지막 난이도의 돌 미로는 짐짓 마법사가 튀어나와도 어색하지 않을듯한 신비로운 분위기를 간직하고 있다. 조각 동산에선 제주 신화와 관련된 조각상을 관람할 수 있다.",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7c3de5cb-b470-4518-be3f-a9904593b20f.jpg
환상숲곶자왈공원,자연공원,제주특별자치도 제주시 한경면 녹차분재로 594-1,"곶자왈은 용암이 분출되어 흐르며 남긴 현무암 사이사이로 식물이 함께 살면서 형성해 놓은 원시림이다. 용암이 형성해 놓은 공기통로와 요철형의 지형적 특성때문에 같은 곶자왈 내에서도 다른 기후환경이 형성되어, 남방계식물과 북방계 식물이 함께 관찰되는 독특한 생태계를 자랑한다.",https://api.cdn.visitjeju.net/photomng/imgpath/202008/11/420773c5-1c9d-4adc-b56b-c612fef53c17.jpg
제주허브동산,"식물원,수목원",제주특별자치도 서귀포시 표선면 돈오름로 170,"낮에는 향긋한 허브향으로 밤에는 반짝이는 불빛으로 제주 여행을 즐길 수 있는 곳이 있다. 서귀포 표선에 자리 잡은 제주 허브 동산은 2만 6천평의 대지에 약 150여종의 허브와 야생화로 채워진 동산이다. 다양한 테마로 꾸며져 있는 정원과 동산은 산책하기에도 좋고, 사진을 찍기에는 더할 나위 없이 좋다. 더불어 밤에는 넓은 정원이 불빛으로 가득 차는 야간 개장이 펼쳐지는데, 건물 외벽에 빛을 비춰주는 미디어 파사드가 300만개의 조명과 더해져 신비로운 볼거리를 제공한다. 제주허브동산은 볼거리와 함께 다양한 포토존을 마련해 두었다. 상시 크리스마스 포토존, 홍학포토존, 하트언덕길, 귀신의 숲 등 다양한 포토존이 마련되어 있다. 또한 6가지 허브 제품을 이용한 황금 족욕 체험과 더불어 천연 허브로 만드는 나만의 비누 만들기 체험도 할 수 있다. 낮과 밤 모두 알차게 꾸며진 사진 포인트는 삼각대와 카메라만 있다면 예쁜 사진을 남기기에 충분하다. 제주 여행의 낮과 밤을 모두 책임질 제주허브동산에서 오래도록 남을 추억과 사진을 남겨보자. ",https://api.cdn.visitjeju.net/photomng/imgpath/201810/18/8bfb7f71-800f-4378-aac4-faf58a9266dc.jpg
소인국 테마파크,테마파크,제주특별자치도 서귀포시 안덕면 중산간서로 1878,"소인국 테마파크는 2만여평의 부지에 30여개국 100여점의 유명 건축물 미니어처와 제주도의 돌문화, 민속신앙, 공룡화석 등을 갖춘 복합문화공간으로 국내 최대의 미니어처 테마파크다. 앞으로는 한라산이 보이고 생화산(오름)이 사방으로 펼쳐진 천혜의 위치에 조성되어 있다.",https://api.cdn.visitjeju.net/photomng/imgpath/201908/16/50cab90d-adef-485e-b4b8-36a025ba5449.jpg
드르쿰다 in 성산,테마파크,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 64,"탁 트인 경치를 품은 목장카페 드르쿰다는 동물 먹이주기와 승마, 카트, 이색 자전거 체험까지 즐길 거리가 많은 곳이다. 번영로 대로변에 위치해 찾기 쉽고 편안한 카페와 체험장이 한 공간에 있어 이용하기 편하다.",https://tong.visitkorea.or.kr/cms/resource/33/2774933_image2_1.jpg
더마파크,테마파크,제주특별자치도 제주시 한림읍 월림7길 155 더마파크,"세계최초의 말전문 테마공원인 라온더마파크는 회원제를 기본으로 운영되는 승마장이지만, 기마공연, 승마체험, 카드라이더 등 관광객들도 체험할 수 있는 컨텐츠를 두루 제공하여 관광객들의 발길을 사로 잡고 있다. 승마체험은 초보부터 전문가까지 아우르는 다양한 코스를 제공한다. 단거리와 장거리, 귀족코스로 나뉘며, 말을 타고 승마장 바깥으로 나가 자연을 만끽할 수 있는 외승코스도 운영되고 있다. 그밖에 아이들이 좋아할만한 말 먹이주기 체험과 카트체험 등이 있다.",https://api.cdn.visitjeju.net/photomng/imgpath/202111/16/84fd9eab-8916-47b2-b2d9-db0fb87a1f8a.jpg
수목원테마파크,테마파크,제주특별자치도 제주시 은수길 69,"한낮에 텀벙대던 제주파도의 물놀이가 아쉽기만 하다. 가슴 두근거리는 휴양지의 밤. 어디로 향할까? 머뭇거림 없이 수목원테마파크로 발길을 옮겼다. 제주시내에서 가장 가까운 청정파크로 우거진 한라수목원 안에 다양한 테마의 즐길 거리가 알찬 곳이다.",https://api.cdn.visitjeju.net/photomng/imgpath/202007/28/f87dc01f-ac5a-4442-8501-748351d6dffd.jpg
생각하는 정원,"식물원,수목원",제주특별자치도 제주시 한경면 녹차분재로 675 생각하는정원,"생각하는 정원은 농사짓던 한 농부가 1968년부터 제주시 한경면 저지리 황무지를 개척하기 시작한 것이 지금에 이르게 된 것이다. 개인이지만 한 사람의 집념으로 완성한 창조적인 정원이 된 생각하는 정원은 1만 2천 평의 대지에 7개 정원으로 구성되어 있다. 각 정원들은 서로 다른 폭포와 연못 그리고 돌다리가 이어지며 연못마다 금붕어들이 가득해 눈을 즐겁게 해주고 먹이 주는 쏠쏠한 재미도 준다. 정원을 걷는 길 좌우로는 언뜻 봐도 애써 가꾼 정성이 물씬 풍기는 정원수와 분재들이 즐비하다. 하늘을 향해 뻗으려는 해송, 땅을 타고 팔 벌린 사람처럼 듬직한 육송 등 수 백 종의 분재가 일반인의 눈을 사로잡는다. 덕분에 평온하고 고요한 분위기를 느끼며 산책을 즐길 수 있고 이따금씩 특이한 형상의 괴석과 수석들이 생명의 아름다움과 유구한 세월을 뽐내는데 물끄러미 보고 있노라니 관람객을 생각에 잠기게 만드는 묘함이 있다.",https://api.cdn.visitjeju.net/photomng/imgpath/202111/09/dece7c48-88ca-4484-8daf-9a989a162440.jpg
